NameOfStation;Line;Year;Quarter;IncomingPassengers;OutgoingPassengers;global_id
Сухаревская;Калужско-Рижская линия;2022;IV квартал;1791813;1898994;2507539442
Тургеневская;Калужско-Рижская линия;2022;IV квартал;1627162;1726516;2507539444
Шаболовская;Калужско-Рижская линия;2022;IV квартал;2342063;2470570;2507539448
Ленинский проспект;Калужско-Рижская линия;2022;IV квартал;3025389;3471991;2507539449
Академическая;Калужско-Рижская линия;2022;IV квартал;2838814;2859640;2507539450
Профсоюзная;Калужско-Рижская линия;2022;IV квартал;2659212;2712133;2507539451
Новые Черёмушки;Калужско-Рижская линия;2022;IV квартал;3206637;3284293;2507539452
Калужская;Калужско-Рижская линия;2022;IV квартал;2953936;3075228;2507539453
Беляево;Калужско-Рижская линия;2022;IV квартал;3417834;3466097;2507539454
Коньково;Калужско-Рижская линия;2022;IV квартал;2475547;2462104;2507539455
Тёплый стан;Калужско-Рижская линия;2022;IV квартал;5294438;5158862;2507539456
Ясенево;Калужско-Рижская линия;2022;IV квартал;2687461;2632923;2507539457
Новоясеневская;Калужско-Рижская линия;2022;IV квартал;583716;563099;2507539458
Краснопресненская;Кольцевая линия;2022;IV квартал;1737382;1807608;2507539460
Новослободская;Кольцевая линия;2022;IV квартал;2605868;2791425;2507539462
Добрынинская;Кольцевая линия;2022;IV квартал;1764594;1872022;2507539468
Селигерская;Люблинско-Дмитровская линия;2022;IV квартал;3907417;3805861;2507539471
Верхние Лихоборы;Люблинско-Дмитровская линия;2022;IV квартал;1219094;1198242;2507539472
Фонвизинская;Люблинско-Дмитровская линия;2022;IV квартал;1291875;1281872;2507539475
Бутырская;Люблинско-Дмитровская линия;2022;IV квартал;1268501;1301414;2507539476
Достоевская;Люблинско-Дмитровская линия;2022;IV квартал;1167115;1217811;2507539478
Трубная;Люблинско-Дмитровская линия;2022;IV квартал;1444079;1532763;2507539479
Сретенский бульвар;Люблинско-Дмитровская линия;2022;IV квартал;752610;802671;2507539480
Чкаловская;Люблинско-Дмитровская линия;2022;IV квартал;4075533;3981208;2507539481
Римская;Люблинско-Дмитровская линия;2022;IV квартал;1616292;1638440;2507539482
Крестьянская застава;Люблинско-Дмитровская линия;2022;IV квартал;719130;755426;2507539483
Кожуховская;Люблинско-Дмитровская линия;2022;IV квартал;2098751;2187214;2507539485
Волжская;Люблинско-Дмитровская линия;2022;IV квартал;1454524;1465320;2507539487
Люблино;Люблинско-Дмитровская линия;2022;IV квартал;3934419;3786244;2507539488
Братиславская;Люблинско-Дмитровская линия;2022;IV квартал;3438680;3411694;2507539489
Марьино;Люблинско-Дмитровская линия;2022;IV квартал;2868374;2818070;2507539490
Борисово;Люблинско-Дмитровская линия;2022;IV квартал;1165817;1144538;2507539491
Шипиловская;Люблинско-Дмитровская линия;2022;IV квартал;1493559;1479069;2507539492
Зябликово;Люблинско-Дмитровская линия;2022;IV квартал;2085036;2032584;2507539493
Телецентр;Московская монорельсовая транспортная система;2022;IV квартал;25980;23804;2507539497
Стахановская;Некрасовская линия;2022;IV квартал;654010;588270;2507539532
Окская;Некрасовская линия;2022;IV квартал;662089;638238;2507539533
Юго-Восточная;Некрасовская линия;2022;IV квартал;1088520;1036986;2507539534
Косино;Некрасовская линия;2022;IV квартал;417869;391295;2507539535
Лухмановская;Некрасовская линия;2022;IV квартал;1477198;1386302;2507539537
Некрасовка;Некрасовская линия;2022;IV квартал;4878840;4582211;2507539538
Алтуфьево;Серпуховско-Тимирязевская линия;2022;IV квартал;4016661;3897306;2507539539
Бибирево;Серпуховско-Тимирязевская линия;2022;IV квартал;2534810;2523758;2507539540
Отрадное;Серпуховско-Тимирязевская линия;2022;IV квартал;4252883;4254572;2507539541
Дмитровская;Серпуховско-Тимирязевская линия;2022;IV квартал;3044063;3119887;2507539545
Менделеевская;Серпуховско-Тимирязевская линия;2022;IV квартал;2406752;2563004;2507539547
Чеховская;Серпуховско-Тимирязевская линия;2022;IV квартал;1927593;2050946;2507539549
Боровицкая;Серпуховско-Тимирязевская линия;2022;IV квартал;581456;616012;2507539550
Полянка;Серпуховско-Тимирязевская линия;2022;IV квартал;1439942;1523140;2507539551
Серпуховская;Серпуховско-Тимирязевская линия;2022;IV квартал;2007693;2149951;2507539552
Тульская;Серпуховско-Тимирязевская линия;2022;IV квартал;2721280;2858486;2507539553
Нагатинская;Серпуховско-Тимирязевская линия;2022;IV квартал;4559420;4666538;2507539554
Нагорная;Серпуховско-Тимирязевская линия;2022;IV квартал;1536591;1573453;2507539555
Нахимовский проспект;Серпуховско-Тимирязевская линия;2022;IV квартал;2117619;2141036;2507539556
Севастопольская;Серпуховско-Тимирязевская линия;2022;IV квартал;917710;956388;2507539557
Чертановская;Серпуховско-Тимирязевская линия;2022;IV квартал;3043505;3017378;2507539558
Южная;Серпуховско-Тимирязевская линия;2022;IV квартал;2128940;2100869;2507539559
Пражская;Серпуховско-Тимирязевская линия;2022;IV квартал;4690684;4679443;2507539560
Аннино;Серпуховско-Тимирязевская линия;2022;IV квартал;2341607;2165213;2507539562
Бульвар Дмитрия Донского;Серпуховско-Тимирязевская линия;2022;IV квартал;5043266;4838998;2507539563
Черкизовская;Сокольническая линия;2022;IV квартал;1654340;1471911;2507539565
Преображенская площадь;Сокольническая линия;2022;IV квартал;3874936;3924479;2507539566
Красносельская;Сокольническая линия;2022;IV квартал;1931748;1990765;2507539568
Красные ворота;Сокольническая линия;2022;IV квартал;2201514;2272496;2507539570
Чистые пруды;Сокольническая линия;2022;IV квартал;1751583;1835086;2507539571
Лубянка;Сокольническая линия;2022;IV квартал;2321856;2401688;2507539572
Охотный ряд;Сокольническая линия;2022;IV квартал;4260516;4294361;2507539573
Кропоткинская;Сокольническая линия;2022;IV квартал;2114236;2213656;2507539575
Фрунзенская;Сокольническая линия;2022;IV квартал;2380565;2515874;2507539577
Спортивная;Сокольническая линия;2022;IV квартал;1764026;1968773;2507539578
Воробьёвы горы;Сокольническая линия;2022;IV квартал;644011;630803;2507539579
Университет;Сокольническая линия;2022;IV квартал;3155345;3211858;2507539580
Тропарёво;Сокольническая линия;2022;IV квартал;1749171;1723988;2507539583
Румянцево;Сокольническая линия;2022;IV квартал;948315;954439;2507539584
Саларьево;Сокольническая линия;2022;IV квартал;3687220;3372474;2507539585
Филатов луг;Сокольническая линия;2022;IV квартал;1367892;1322104;2507539586
Прокшино;Сокольническая линия;2022;IV квартал;591658;574268;2507539587
Ольховая;Сокольническая линия;2022;IV квартал;819868;782622;2507539588
Коммунарка;Сокольническая линия;2022;IV квартал;1390266;1367958;2507539589
Минская;Солнцевская линия;2022;IV квартал;567091;581023;2507539592
Ломоносовский проспект;Солнцевская линия;2022;IV квартал;1266595;1281914;2507539593
Раменки;Солнцевская линия;2022;IV квартал;1607968;1590939;2507539594
Озёрная;Солнцевская линия;2022;IV квартал;1517757;1495813;2507539596
Говорово;Солнцевская линия;2022;IV квартал;1158731;1115006;2507539597
Солнцево;Солнцевская линия;2022;IV квартал;1639610;1577353;2507539598
Боровское шоссе;Солнцевская линия;2022;IV квартал;508800;480031;2507539599
Новопеределкино;Солнцевская линия;2022;IV квартал;1513223;1443771;2507539600
Рассказовка;Солнцевская линия;2022;IV квартал;1980564;1881980;2507539601
Планерная;Таганско-Краснопресненская линия;2022;IV квартал;3787387;3642275;2507539602
Сходненская;Таганско-Краснопресненская линия;2022;IV квартал;4366227;4275018;2507539603
Тушинская;Таганско-Краснопресненская линия;2022;IV квартал;3966609;3796663;2507539604
Спартак;Таганско-Краснопресненская линия;2022;IV квартал;455331;447174;2507539605
Щукинская;Таганско-Краснопресненская линия;2022;IV квартал;3723452;3705920;2507539606
Октябрьское поле;Таганско-Краснопресненская линия;2022;IV квартал;3580891;3644439;2507539607
Полежаевская;Таганско-Краснопресненская линия;2022;IV квартал;2686676;2739667;2507539608
Беговая;Таганско-Краснопресненская линия;2022;IV квартал;3613373;3628893;2507539609
Улица 1905 года;Таганско-Краснопресненская линия;2022;IV квартал;3894781;4057734;2507539610
Баррикадная;Таганско-Краснопресненская линия;2022;IV квартал;1959412;2052934;2507539611
Пушкинская;Таганско-Краснопресненская линия;2022;IV квартал;3901654;4108167;2507539612
Кузнецкий мост;Таганско-Краснопресненская линия;2022;IV квартал;2003026;2131070;2507539613
Пролетарская;Таганско-Краснопресненская линия;2022;IV квартал;2814285;2854765;2507539617
Кузьминки;Таганско-Краснопресненская линия;2022;IV квартал;5154093;5082184;2507539620
Рязанский проспект;Таганско-Краснопресненская линия;2022;IV квартал;2981473;2959473;2507539621
Выхино;Таганско-Краснопресненская линия;2022;IV квартал;5781304;5520963;2507539622
Лермонтовский проспект;Таганско-Краснопресненская линия;2022;IV квартал;1830280;1742616;2507539623
Жулебино;Таганско-Краснопресненская линия;2022;IV квартал;2361287;2280944;2507539624
Котельники;Таганско-Краснопресненская линия;2022;IV квартал;5028585;4505568;2507539625
Пионерская;Филёвская линия;2022;IV квартал;542903;524658;2507539627
Филёвский парк;Филёвская линия;2022;IV квартал;795285;772598;2507539628
Багратионовская;Филёвская линия;2022;IV квартал;1509650;1519125;2507539629
Фили;Филёвская линия;2022;IV квартал;1558247;1560116;2507539630
Студенческая;Филёвская линия;2022;IV квартал;604302;624486;2507539632
Александровский сад;Филёвская линия;2022;IV квартал;1578369;1613870;2507539636
Международная;Филёвская линия;2022;IV квартал;574946;594642;2507539637
Выставочная;Филёвская линия;2022;IV квартал;1445130;1471428;2507539638
Славянский бульвар;Арбатско-Покровская линия;2022;IV квартал;4931116;4812530;2507539783
Киевская;Арбатско-Покровская линия;2022;IV квартал;3575934;3316078;2507539785
Электрозаводская;Арбатско-Покровская линия;2022;IV квартал;3225114;3430899;2507539789
Улица Академика Королёва;Московская монорельсовая транспортная система;2022;IV квартал;12733;11701;2507539831
Улица Милашенкова;Московская монорельсовая транспортная система;2022;IV квартал;16353;14996;2507539832
Лихоборы;Московское центральное кольцо;2022;IV квартал;1018256;1030981;2507539834
Ростокино;Московское центральное кольцо;2022;IV квартал;2832635;2838705;2507539838
Белокаменная;Московское центральное кольцо;2022;IV квартал;142895;149731;2507539839
Локомотив;Московское центральное кольцо;2022;IV квартал;1025957;1069796;2507539841
Измайлово;Московское центральное кольцо;2022;IV квартал;861733;936286;2507539842
Андроновка;Московское центральное кольцо;2022;IV квартал;719456;720654;2507539845
Новохохловская;Московское центральное кольцо;2022;IV квартал;736694;759003;2507539847
Угрешская;Московское центральное кольцо;2022;IV квартал;483367;511342;2507539848
ЗИЛ;Московское центральное кольцо;2022;IV квартал;978640;1029538;2507539851
Верхние Котлы;Московское центральное кольцо;2022;IV квартал;1725578;1790475;2507539852
Крымская;Московское центральное кольцо;2022;IV квартал;984775;1028702;2507539853
Площадь Гагарина;Московское центральное кольцо;2022;IV квартал;1176274;1435413;2507539854
Лужники;Московское центральное кольцо;2022;IV квартал;784112;949893;2507539855
Хорошёво;Московское центральное кольцо;2022;IV квартал;637292;675821;2507539859
Зорге;Московское центральное кольцо;2022;IV квартал;453911;474773;2507539860
Панфиловская;Московское центральное кольцо;2022;IV квартал;590327;626543;2507539861
Стрешнево;Московское центральное кольцо;2022;IV квартал;1432527;1476730;2507539862
Балтийская;Московское центральное кольцо;2022;IV квартал;1020076;1111635;2507539863
Коптево;Московское центральное кольцо;2022;IV квартал;1458118;1523136;2507539864
Библиотека имени Ленина;Сокольническая линия;2022;IV квартал;0;0;2507539876
Юго-Западная;Сокольническая линия;2022;IV квартал;5279789;5382824;2507539879
Волгоградский проспект;Таганско-Краснопресненская линия;2022;IV квартал;1913149;1937629;2507539885
Кунцевская;Арбатско-Покровская линия;2022;IV квартал;1081862;1088168;2507540331
Кунцевская;Большая кольцевая линия;2022;IV квартал;1224083;1209875;2507540857
Проспект Вернадского;Большая кольцевая линия;2022;IV квартал;532183;572939;2507540859
Парк Победы;Арбатско-Покровская линия;2022;IV квартал;1330481;1326501;2507541281
Смоленская;Арбатско-Покровская линия;2022;IV квартал;2304644;2418011;2507541283
Арбатская;Арбатско-Покровская линия;2022;IV квартал;2288881;2417183;2507541286
Курская;Арбатско-Покровская линия;2022;IV квартал;2013255;2090505;2507541481
Савёловская;Большая кольцевая линия;2022;IV квартал;1117908;1127411;2507541485
Шелепиха;Большая кольцевая линия;2022;IV квартал;962237;995496;2507541489
Улица Старокачаловская;Бутовская линия Лёгкого метро;2022;IV квартал;0;0;2507541501
Улица Скобелевская;Бутовская линия Лёгкого метро;2022;IV квартал;1716851;1646495;2507541502
Бульвар адмирала Ушакова;Бутовская линия Лёгкого метро;2022;IV квартал;992714;975140;2507541503
Водный стадион;Замоскворецкая линия;2022;IV квартал;3602331;3587289;2507541504
Деловой центр;Большая кольцевая линия;2022;IV квартал;1349070;1370654;2507558854
Белорусская;Замоскворецкая линия;2022;IV квартал;2210209;2202759;2507558914
Павелецкая;Замоскворецкая линия;2022;IV квартал;3169264;2724469;2507558915
Автозаводская;Замоскворецкая линия;2022;IV квартал;4925885;5097051;2507558916
Каширская;Замоскворецкая линия;2022;IV квартал;1087175;1081282;2507558917
Шоссе Энтузиастов;Калининская линия;2022;IV квартал;1871580;2012060;2507558918
Ботанический сад;Калужско-Рижская линия;2022;IV квартал;1525065;1752836;2507558921
Китай-город;Калужско-Рижская линия;2022;IV квартал;5061234;5302278;2507558923
Октябрьская;Калужско-Рижская линия;2022;IV квартал;1194034;1276783;2507558925
Проспект Мира;Кольцевая линия;2022;IV квартал;2035534;2107460;2507558928
Курская;Кольцевая линия;2022;IV квартал;3031377;2805645;2507558930
Окружная;Люблинско-Дмитровская линия;2022;IV квартал;767673;771449;2507558935
Петровско-Разумовская;Люблинско-Дмитровская линия;2022;IV квартал;2020275;1910007;2507558936
Марьина роща;Люблинско-Дмитровская линия;2022;IV квартал;2520619;2582455;2507558937
Дубровка;Люблинско-Дмитровская линия;2022;IV квартал;1653138;1749935;2507558938
Печатники;Люблинско-Дмитровская линия;2022;IV квартал;2017311;2004396;2507558940
Улица Сергея Эйзенштейна;Московская монорельсовая транспортная система;2022;IV квартал;16583;14338;2507558941
Выставочный центр;Московская монорельсовая транспортная система;2022;IV квартал;57787;52019;2507558942
Соколиная Гора;Московское центральное кольцо;2022;IV квартал;559593;593319;2507558948
Шелепиха;Московское центральное кольцо;2022;IV квартал;700010;761630;2507558955
Нижегородская;Некрасовская линия;2022;IV квартал;1174981;1470978;2507558956
улица Дмитриевского;Некрасовская линия;2022;IV квартал;856271;827965;2507558957
Владыкино;Серпуховско-Тимирязевская линия;2022;IV квартал;1417070;1672507;2507558958
Тимирязевская;Серпуховско-Тимирязевская линия;2022;IV квартал;1753047;1723932;2507558960
Савёловская;Серпуховско-Тимирязевская линия;2022;IV квартал;3698841;3659961;2507558961
Цветной бульвар;Серпуховско-Тимирязевская линия;2022;IV квартал;2057764;2168253;2507558962
Улица академика Янгеля;Серпуховско-Тимирязевская линия;2022;IV квартал;2492258;2429701;2507558963
Бульвар Рокоссовского;Сокольническая линия;2022;IV квартал;2204154;2185029;2507558964
Комсомольская;Сокольническая линия;2022;IV квартал;3153865;2544589;2507558966
Парк культуры;Сокольническая линия;2022;IV квартал;614790;652362;2507558967
Деловой центр;Солнцевская линия;2022;IV квартал;1211344;1231911;2507558969
Парк Победы;Солнцевская линия;2022;IV квартал;399181;415915;2507558970
Мичуринский проспект;Солнцевская линия;2022;IV квартал;250591;252928;2507558971
Таганская;Таганско-Краснопресненская линия;2022;IV квартал;1312577;1358516;2507558973
Текстильщики;Таганско-Краснопресненская линия;2022;IV квартал;5210890;5116137;2507558974
Кутузовская;Филёвская линия;2022;IV квартал;629615;675339;2507558976
Смоленская;Филёвская линия;2022;IV квартал;760043;782730;2507558978
Арбатская;Филёвская линия;2022;IV квартал;499615;491771;2507558979
Кунцевская;Филёвская линия;2022;IV квартал;576606;559485;2507559016
Китай-город;Таганско-Краснопресненская линия;2022;IV квартал;0;0;2507559017
Проспект Вернадского;Сокольническая линия;2022;IV квартал;2412282;2427552;2507559018
Сокольники;Сокольническая линия;2022;IV квартал;2361965;2401765;2507559019
Петровско-Разумовская;Серпуховско-Тимирязевская линия;2022;IV квартал;0;0;2507559020
Тимирязевская;Московская монорельсовая транспортная система;2022;IV квартал;49061;42061;2507559021
Окружная;Московское центральное кольцо;2022;IV квартал;1359851;1366756;2507559022
Владыкино;Московское центральное кольцо;2022;IV квартал;668030;874721;2507559023
Деловой центр;Московское центральное кольцо;2022;IV квартал;1325844;1432683;2507559523
Кутузовская;Московское центральное кольцо;2022;IV квартал;1638680;1811409;2507559528
Автозаводская;Московское центральное кольцо;2022;IV квартал;677229;735095;2507559536
Дубровка;Московское центральное кольцо;2022;IV квартал;785871;838661;2507559543
Нижегородская;Московское центральное кольцо;2022;IV квартал;1968945;2093536;2507559553
Шоссе Энтузиастов;Московское центральное кольцо;2022;IV квартал;681240;766148;2507559561
Бульвар Рокоссовского;Московское центральное кольцо;2022;IV квартал;939148;977675;2507559566
Ботанический сад;Московское центральное кольцо;2022;IV квартал;1038368;1258370;2507559571
Парк культуры;Кольцевая линия;2022;IV квартал;2957303;3098584;2507559629
Октябрьская;Кольцевая линия;2022;IV квартал;2201697;2335200;2507559632
Павелецкая;Кольцевая линия;2022;IV квартал;4019414;4172706;2507559633
Таганская;Кольцевая линия;2022;IV квартал;2342736;2426142;2507559636
Комсомольская;Кольцевая линия;2022;IV квартал;7932461;6698345;2507559638
Белорусская;Кольцевая линия;2022;IV квартал;4060155;3874947;2507559639
Киевская;Кольцевая линия;2022;IV квартал;3055654;3043732;2507559645
Третьяковская;Калужско-Рижская линия;2022;IV квартал;0;0;2507559646
Проспект Мира;Калужско-Рижская линия;2022;IV квартал;1867160;1944840;2507559647
Третьяковская;Калининская линия;2022;IV квартал;2533648;2668056;2507559648
Авиамоторная;Калининская линия;2022;IV квартал;3909942;4088306;2507559649
Мичуринский проспект;Большая кольцевая линия;2022;IV квартал;841685;846450;2507559650
Авиамоторная;Некрасовская линия;2022;IV квартал;688603;688321;2507559656
Лефортово;Некрасовская линия;2022;IV квартал;654407;654587;2507559657
Электрозаводская;Некрасовская линия;2022;IV квартал;904819;903998;2507559659
Киевская;Филёвская линия;2022;IV квартал;0;0;2535337362
Пятницкое шоссе;Арбатско-Покровская линия;2023;I квартал;1513158;1424167;2581188693
Митино;Арбатско-Покровская линия;2023;I квартал;2077333;1992849;2581188695
Волоколамская;Арбатско-Покровская линия;2023;I квартал;1487085;1444993;2581188696
Мякинино;Арбатско-Покровская линия;2023;I квартал;1499235;1431843;2581188697
Строгино;Арбатско-Покровская линия;2023;I квартал;2431426;2392189;2581188698
Крылатское;Арбатско-Покровская линия;2023;I квартал;2162578;2130423;2581188700
Молодёжная;Арбатско-Покровская линия;2023;I квартал;3785767;3728023;2581188701
Славянский бульвар;Арбатско-Покровская линия;2023;I квартал;4558147;4449477;2581188703
Киевская;Арбатско-Покровская линия;2023;I квартал;3394184;3137136;2581188706
Площадь Революции;Арбатско-Покровская линия;2023;I квартал;2852090;2810639;2581188710
Бауманская;Арбатско-Покровская линия;2023;I квартал;4523897;4730929;2581188712
Электрозаводская;Арбатско-Покровская линия;2023;I квартал;2739937;2933619;2581188713
Семёновская;Арбатско-Покровская линия;2023;I квартал;2513374;2580388;2581188714
Партизанская;Арбатско-Покровская линия;2023;I квартал;1505321;1455228;2581188715
Измайловская;Арбатско-Покровская линия;2023;I квартал;1515881;1521870;2581188717
Первомайская;Арбатско-Покровская линия;2023;I квартал;2909252;2882173;2581188718
Щёлковская;Арбатско-Покровская линия;2023;I квартал;6084367;5753639;2581188719
ЦСКА;Большая кольцевая линия;2023;I квартал;2463956;2526017;2581188722
Хорошёвская;Большая кольцевая линия;2023;I квартал;878154;892920;2581188724
Народное Ополчение;Большая кольцевая линия;2023;I квартал;1482473;1474367;2581188727
Мнёвники;Большая кольцевая линия;2023;I квартал;58850;51451;2581188728
Авиамоторная;Большая кольцевая линия;2023;I квартал;721001;453526;2581188729
Терехово;Большая кольцевая линия;2023;I квартал;473859;499752;2581188733
Кунцевская;Большая кольцевая линия;2023;I квартал;1218418;1210443;2581188734
Давыдково;Большая кольцевая линия;2023;I квартал;884332;887477;2581188735
Аминьевская;Большая кольцевая линия;2023;I квартал;1131212;1114359;2581188736
Проспект Вернадского;Большая кольцевая линия;2023;I квартал;499252;505873;2581188738
Новаторская;Большая кольцевая линия;2023;I квартал;1039092;1046047;2581188739
Воронцовская;Большая кольцевая линия;2023;I квартал;845502;879274;2581188741
Зюзино;Большая кольцевая линия;2023;I квартал;1427079;1424672;2581188742
Каховская;Большая кольцевая линия;2023;I квартал;1584097;1594341;2581188743
Кленовый бульвар;Большая кольцевая линия;2023;I квартал;215230;224732;2581188746
Нагатинский Затон;Большая кольцевая линия;2023;I квартал;159651;165290;2581188747
Сокольники;Большая кольцевая линия;2023;I квартал;384018;403506;2581188751
Рижская;Большая кольцевая линия;2023;I квартал;136838;143114;2581188752
Марьина Роща;Большая кольцевая линия;2023;I квартал;148181;154080;2581188753
Битцевский парк;Бутовская линия Лёгкого метро;2023;I квартал;231010;170633;2581188754
Лесопарковая;Бутовская линия Лёгкого метро;2023;I квартал;628023;592098;2581188755
Улица Старокачаловская;Бутовская линия Лёгкого метро;2023;I квартал;0;0;2581188757
Улица Скобелевская;Бутовская линия Лёгкого метро;2023;I квартал;1617443;1555679;2581188758
Бульвар адмирала Ушакова;Бутовская линия Лёгкого метро;2023;I квартал;950236;937143;2581188759
Улица Горчакова;Бутовская линия Лёгкого метро;2023;I квартал;802005;783976;2581188760
Бунинская аллея;Бутовская линия Лёгкого метро;2023;I квартал;1799272;1757919;2581188761
Ховрино;Замоскворецкая линия;2023;I квартал;3751374;3425809;2581188762
Беломорская;Замоскворецкая линия;2023;I квартал;2391102;2277969;2581188764
Речной вокзал;Замоскворецкая линия;2023;I квартал;2139991;2085732;2581188766
Водный стадион;Замоскворецкая линия;2023;I квартал;3294939;3281565;2581188767
Войковская;Замоскворецкая линия;2023;I квартал;3645994;3662998;2581188768
Сокол;Замоскворецкая линия;2023;I квартал;2842238;2876381;2581188769
Аэропорт;Замоскворецкая линия;2023;I квартал;2831500;2894323;2581188770
Динамо;Замоскворецкая линия;2023;I квартал;2257010;2298057;2581188771
Белорусская;Замоскворецкая линия;2023;I квартал;1942778;1928223;2581188772
Маяковская;Замоскворецкая линия;2023;I квартал;2717921;2824792;2581188774
Тверская;Замоскворецкая линия;2023;I квартал;0;0;2581188775
Театральная;Замоскворецкая линия;2023;I квартал;0;0;2581188776
Новокузнецкая;Замоскворецкая линия;2023;I квартал;2242020;2363549;2581188777
Павелецкая;Замоскворецкая линия;2023;I квартал;2994464;2514688;2581188778
Автозаводская;Замоскворецкая линия;2023;I квартал;5454548;5513980;2581188779
Технопарк;Замоскворецкая линия;2023;I квартал;0;0;2581188780
Коломенская;Замоскворецкая линия;2023;I квартал;0;0;2581188781
Каширская;Замоскворецкая линия;2023;I квартал;0;0;2581188783
Кантемировская;Замоскворецкая линия;2023;I квартал;0;0;2581188784
Царицыно;Замоскворецкая линия;2023;I квартал;0;0;2581188785
Орехово;Замоскворецкая линия;2023;I квартал;1038181;975722;2581188786
Домодедовская;Замоскворецкая линия;2023;I квартал;1831773;1645608;2581188787
Красногвардейская;Замоскворецкая линия;2023;I квартал;481170;445454;2581188788
Алма-Атинская;Замоскворецкая линия;2023;I квартал;783202;751770;2581188789
Новокосино;Калининская линия;2023;I квартал;4912995;4766480;2581188790
Новогиреево;Калининская линия;2023;I квартал;5664424;5493629;2581188792
Перово;Калининская линия;2023;I квартал;3304334;3271028;2581188793
Шоссе Энтузиастов;Калининская линия;2023;I квартал;1743764;1865614;2581188795
Площадь Ильича;Калининская линия;2023;I квартал;1639144;1653662;2581188797
Марксистская;Калининская линия;2023;I квартал;1903766;1984038;2581188798
Медведково;Калужско-Рижская линия;2023;I квартал;4338474;4181391;2581188801
Бабушкинская;Калужско-Рижская линия;2023;I квартал;3916505;3869774;2581188802
Свиблово;Калужско-Рижская линия;2023;I квартал;1991890;1993048;2581188804
Ботанический сад;Калужско-Рижская линия;2023;I квартал;1421435;1619942;2581188805
ВДНХ;Калужско-Рижская линия;2023;I квартал;5700175;5443508;2581188806
Алексеевская;Калужско-Рижская линия;2023;I квартал;2653218;2715625;2581188807
Сухаревская;Калужско-Рижская линия;2023;I квартал;1659344;1754271;2581188811
Тургеневская;Калужско-Рижская линия;2023;I квартал;1560829;1651556;2581188812
Китай-город;Калужско-Рижская линия;2023;I квартал;4835525;5028933;2581188813
Октябрьская;Калужско-Рижская линия;2023;I квартал;1004666;1055543;2581188815
Шаболовская;Калужско-Рижская линия;2023;I квартал;2083683;2191120;2581188816
Ленинский проспект;Калужско-Рижская линия;2023;I квартал;2867636;3310215;2581188817
Академическая;Калужско-Рижская линия;2023;I квартал;2748879;2771092;2581188818
Профсоюзная;Калужско-Рижская линия;2023;I квартал;2604826;2652311;2581188819
Новые Черёмушки;Калужско-Рижская линия;2023;I квартал;2914564;2961092;2581188821
Калужская;Калужско-Рижская линия;2023;I квартал;2510493;2603209;2581188822
Беляево;Калужско-Рижская линия;2023;I квартал;3053224;3092711;2581188823
Коньково;Калужско-Рижская линия;2023;I квартал;2299013;2288961;2581188824
Тёплый стан;Калужско-Рижская линия;2023;I квартал;4912233;4778650;2581188825
Ясенево;Калужско-Рижская линия;2023;I квартал;2544778;2503000;2581188826
Новоясеневская;Калужско-Рижская линия;2023;I квартал;556145;535365;2581188827
Краснопресненская;Кольцевая линия;2023;I квартал;1630642;1699396;2581188829
Новослободская;Кольцевая линия;2023;I квартал;2276285;2428684;2581188832
Проспект Мира;Кольцевая линия;2023;I квартал;1933521;1996886;2581188833
Курская;Кольцевая линия;2023;I квартал;2641187;2416773;2581188835
Добрынинская;Кольцевая линия;2023;I квартал;1530503;1638474;2581188839
Селигерская;Люблинско-Дмитровская линия;2023;I квартал;3599387;3505509;2581188843
Верхние Лихоборы;Люблинско-Дмитровская линия;2023;I квартал;1148923;1131881;2581188844
Окружная;Люблинско-Дмитровская линия;2023;I квартал;959456;972049;2581188845
Петровско-Разумовская;Люблинско-Дмитровская линия;2023;I квартал;1801542;1709964;2581188846
Фонвизинская;Люблинско-Дмитровская линия;2023;I квартал;1215563;1209181;2581188848
Бутырская;Люблинско-Дмитровская линия;2023;I квартал;1233363;1263441;2581188849
Достоевская;Люблинско-Дмитровская линия;2023;I квартал;1055332;1098272;2581188851
Трубная;Люблинско-Дмитровская линия;2023;I квартал;1423352;1507887;2581188852
Сретенский бульвар;Люблинско-Дмитровская линия;2023;I квартал;727526;775640;2581188853
Чкаловская;Люблинско-Дмитровская линия;2023;I квартал;3726262;3631638;2581188855
Римская;Люблинско-Дмитровская линия;2023;I квартал;1496164;1521498;2581188856
Крестьянская застава;Люблинско-Дмитровская линия;2023;I квартал;700650;736994;2581188857
Дубровка;Люблинско-Дмитровская линия;2023;I квартал;1505815;1587230;2581188859
Кожуховская;Люблинско-Дмитровская линия;2023;I квартал;2002402;2076023;2581188860
Печатники;Люблинско-Дмитровская линия;2023;I квартал;1962710;1944655;2581188862
Волжская;Люблинско-Дмитровская линия;2023;I квартал;1327959;1341729;2581188863
Люблино;Люблинско-Дмитровская линия;2023;I квартал;3602441;3470773;2581188864
Братиславская;Люблинско-Дмитровская линия;2023;I квартал;3178438;3150500;2581188866
Марьино;Люблинско-Дмитровская линия;2023;I квартал;2694371;2644635;2581188867
Борисово;Люблинско-Дмитровская линия;2023;I квартал;1160133;1131376;2581188868
Шипиловская;Люблинско-Дмитровская линия;2023;I квартал;1550500;1523249;2581188869
Зябликово;Люблинско-Дмитровская линия;2023;I квартал;2877006;2739205;2581188870
Улица Сергея Эйзенштейна;Московская монорельсовая транспортная система;2023;I квартал;15277;13017;2581188871
